profile	owner_class	disposition	method	mode	signature	endpoint_source	compile_condition	authority_and_payload	delegate	replay_policy	protocol_constant	in_repo_references	rust_signature	replacement	executable_callers
fleet-subnet-root	canic-owned	role-status-variant	canic_metadata	query	canic_metadata : () -> (CanicMetadataResponse) query;	crates/canic/src/macros/endpoints/shared.rs:144	always	#[$crate::canic_query(internal, public)]	$crate::__internal::core::api::metadata::CanicMetadataApi::metadata_for(	query_read_only(mode-derived)	CANIC_METADATA	apps/skynet/console/src/lib.rs:101;crates/canic-cli/src/apps/adoption_report.rs:162;crates/canic-cli/src/apps/adoption_report.rs:173;crates/canic-cli/src/apps/adoption_report.rs:177;crates/canic-cli/src/list/live/mod.rs:6;crates/canic-host/src/canic_metadata/mod.rs:1;crates/canic-host/src/canic_metadata/mod.rs:31;crates/canic-host/src/canic_metadata/mod.rs:39;crates/canic-host/src/lib.rs:13;crates/canic-host/src/release_set/config/mutation/rename.rs:280;crates/canic-host/src/release_set/config/mutation/rename.rs:290;crates/canic-host/src/release_set/config/mutation/rename.rs:293	fn canic_metadata() -> ::canic::dto::metadata::CanicMetadataResponse	RootStatusRequest::Overview	crates/canic-cli/src/apps/adoption_report.rs:162;crates/canic-cli/src/apps/adoption_report.rs:173;crates/canic-cli/src/apps/adoption_report.rs:177;crates/canic-cli/src/list/live/mod.rs:6;crates/canic-host/src/canic_metadata/mod.rs:1;crates/canic-host/src/canic_metadata/mod.rs:31;crates/canic-host/src/canic_metadata/mod.rs:39;crates/canic-host/src/lib.rs:13;crates/canic-host/src/release_set/config/mutation/rename.rs:280;crates/canic-host/src/release_set/config/mutation/rename.rs:290;crates/canic-host/src/release_set/config/mutation/rename.rs:293
fleet-subnet-root	canic-owned	role-status-variant	canic_metrics	query	canic_metrics : (MetricsKind, PageRequest) -> (Result_28) query;	crates/canic/src/macros/endpoints/shared.rs:229	always	#[$crate::canic_query(public)]	$crate::__internal::core::api::metrics::MetricsQuery::core(page),	query_read_only(mode-derived)	CANIC_METRICS	apps/skynet/console/src/lib.rs:106;crates/canic-cli/src/metrics/mod.rs:23;crates/canic-cli/src/metrics/transport.rs:275;crates/canic-cli/src/metrics/transport.rs:29;crates/canic-cli/src/metrics/transport.rs:41;crates/canic-host/src/icp/diagnostic/mod.rs:135;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:22;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:350;crates/canic-tests/tests/instruction_audit_support/execution.rs:573;crates/canic-tests/tests/instruction_audit_support/report.rs:151;crates/canic-tests/tests/timer_authority.rs:379	fn canic_metrics( kind: ::canic::dto::metrics::MetricsKind, page: ::canic::dto::page::PageRequest, ) -> Result<::canic::dto::page::Page<::canic::dto::metrics::MetricEntry>, ::canic::Error>	RootStatusRequest::Metrics	crates/canic-cli/src/metrics/mod.rs:23;crates/canic-cli/src/metrics/transport.rs:275;crates/canic-cli/src/metrics/transport.rs:29;crates/canic-cli/src/metrics/transport.rs:41;crates/canic-host/src/icp/diagnostic/mod.rs:135;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:22;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:350;crates/canic-tests/tests/instruction_audit_support/execution.rs:573;crates/canic-tests/tests/instruction_audit_support/report.rs:151;crates/canic-tests/tests/timer_authority.rs:379
fleet-subnet-root	canic-owned	role-command-variant	canic_pool_admin	update	canic_pool_admin : (PoolAdminCommand) -> (Result_29);	crates/canic/src/macros/endpoints/root.rs:612	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::canister_pool::CanisterPoolApi::admin(command)	update_costed_snapshot_convergent	CANIC_POOL_ADMIN	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:114;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:16;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:257;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:287;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:398;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:40;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1034;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1061;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:28;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3939;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:524;crates/canic/tests/protocol_surface.rs:468;crates/canic/tests/protocol_surface.rs:472	async fn canic_pool_admin( command: ::canic::dto::pool::PoolAdminCommand, ) -> Result<::canic::dto::pool::PoolAdminResponse, ::canic::Error>	RootCommand::{HandoffPoolCanister,ImportPoolCanister,MaintainPool,RetryPoolRefill,RetryPoolReset}	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:398;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:40;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1034;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1061;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:28;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3939;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:524
fleet-subnet-root	canic-owned	role-status-variant	canic_pool_list	query	canic_pool_list : (CanisterPoolStatusRequest) -> (Result_30) query;	crates/canic/src/macros/endpoints/root.rs:604	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::canister_pool::CanisterPoolApi::status(request)	query_read_only	CANIC_POOL_LIST	apps/skynet/root/src/lib.rs:130;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:103;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:17;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:256;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:288;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:378;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:39;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2237;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:28;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3949;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:999;crates/canic/tests/protocol_surface.rs:467;crates/canic/tests/protocol_surface.rs:472	async fn canic_pool_list( request: ::canic::dto::pool::CanisterPoolStatusRequest, ) -> Result<::canic::dto::pool::CanisterPoolResponse, ::canic::Error>	RootStatusRequest::Pool	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:378;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:39;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2237;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:28;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3949;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:999
fleet-subnet-root	canic-owned	role-command-variant	canic_prepare_fleet_activation	update	canic_prepare_fleet_activation : () -> (Result_7);	crates/canic/src/macros/endpoints/root.rs:558	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::prepare_fleet_activation()	update_response_idempotent	CANIC_PREPARE_FLEET_ACTIVATION	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:115;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:17;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:258;crates/canic-testing-internal/src/pic/canic.rs:232;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2841;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2895;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:84	async fn canic_prepare_fleet_activation( ) -> Result<::canic::dto::fleet_activation::FleetActivationStatusResponse, ::canic::Error>	RootCommand::PrepareFleetActivation	crates/canic-testing-internal/src/pic/canic.rs:232;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2841;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2895;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:84
fleet-subnet-root	canic-owned	role-command-variant	canic_prepare_role_attestation	update	canic_prepare_role_attestation : (RoleAttestationRequest) -> (Result_31);	crates/canic/src/macros/endpoints/root.rs:657	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::component_auth::ComponentAuthApi::prepare_role_attestation(request)	update_replay_protected	CANIC_PREPARE_ROLE_ATTESTATION	crates/canic-core/src/replay_policy/tests/endpoint.rs:120;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:206;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:22;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:242;crates/canic/tests/protocol_surface.rs:2632;crates/canic/tests/protocol_surface.rs:2633;crates/canic/tests/protocol_surface.rs:2640;crates/canic/tests/protocol_surface.rs:2641;crates/canic/tests/protocol_surface.rs:2650;crates/canic/tests/protocol_surface.rs:2658	async fn canic_prepare_role_attestation( request: ::canic::dto::auth::RoleAttestationRequest, ) -> Result<::canic::dto::auth::RoleAttestationPrepareResponse, ::canic::Error>	RootCommand::PrepareRoleAttestation	crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:206;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:22;crates/canic-testing-internal/src/pic/fleet_registry/role_attestation.rs:242
fleet-subnet-root	canic-owned	role-status-variant	canic_readiness	query	canic_readiness : () -> (Result_32) query;	crates/canic/src/macros/endpoints/shared.rs:95	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::core::api::runtime::RuntimeIntrospectionApi::readiness(	query_read_only	CANIC_READINESS	apps/skynet/console/src/lib.rs:109;crates/canic-core/src/replay_policy/tests/endpoint.rs:182;crates/canic/tests/protocol_surface.rs:2740	async fn canic_readiness() -> Result<::canic::dto::runtime::CanicReadinessStatus, ::canic::Error>	RootStatusRequest::Readiness	none
fleet-subnet-root	canic-owned	role-status-variant	canic_ready	query	canic_ready : () -> (bool) query;	crates/canic/src/macros/endpoints/shared.rs:57	always	#[$crate::canic_query(internal, public)]	$crate::__internal::core::api::ready::ReadyApi::is_ready()	query_read_only(mode-derived)	CANIC_READY	apps/skynet/console/src/lib.rs:107;apps/skynet/console/src/tests.rs:41;apps/skynet/memory_cell/src/lib.rs:72;apps/skynet/node/src/lib.rs:112;apps/skynet/root/src/lib.rs:51;apps/skynet/root/src/lib.rs:52;apps/skynet/t800/src/lib.rs:71;crates/canic-cli/src/medic/tests.rs:1122;crates/canic-host/src/candid_endpoints/tests.rs:18;crates/canic-host/src/candid_endpoints/tests.rs:20;crates/canic-host/src/candid_endpoints/tests.rs:21;crates/canic-host/src/candid_endpoints/tests.rs:32;crates/canic-host/src/candid_endpoints/tests.rs:33;crates/canic-host/src/candid_endpoints/tests.rs:6;crates/canic-host/src/canister_ready/mod.rs:15;crates/canic-host/src/canister_ready/mod.rs:37;crates/canic-host/src/canister_ready/mod.rs:52;crates/canic-host/src/replica_query/cbor/tests.rs:5;crates/canic-host/src/replica_query/mod.rs:93;crates/canic-host/src/replica_query/mod.rs:99;crates/canic-testing-internal/src/pic/canic.rs:258;crates/canic-testing-internal/src/pic/canic.rs:269;crates/canic-testing-internal/src/pic/canic.rs:363;crates/canic-testing-internal/src/pic/canic.rs:377;crates/canic-testing-internal/src/pic/canic.rs:378;crates/canic-testing-internal/src/pic/canic.rs:73;crates/canic-testing-internal/src/pic/canic.rs:76;crates/canic-testing-internal/src/pic/root/topology.rs:128;crates/canic-testing-internal/src/pic/root/topology.rs:133;crates/canic-tests/tests/lifecycle_boundary.rs:101;crates/canic-tests/tests/lifecycle_boundary.rs:8	fn canic_ready() -> bool	RootStatusRequest::Overview	crates/canic-host/src/canister_ready/mod.rs:15;crates/canic-host/src/canister_ready/mod.rs:37;crates/canic-host/src/canister_ready/mod.rs:52;crates/canic-host/src/replica_query/mod.rs:93;crates/canic-host/src/replica_query/mod.rs:99;crates/canic-testing-internal/src/pic/canic.rs:258;crates/canic-testing-internal/src/pic/canic.rs:269;crates/canic-testing-internal/src/pic/canic.rs:363;crates/canic-testing-internal/src/pic/canic.rs:377;crates/canic-testing-internal/src/pic/canic.rs:378;crates/canic-testing-internal/src/pic/canic.rs:73;crates/canic-testing-internal/src/pic/canic.rs:76;crates/canic-testing-internal/src/pic/root/topology.rs:128;crates/canic-testing-internal/src/pic/root/topology.rs:133;crates/canic-tests/tests/lifecycle_boundary.rs:101;crates/canic-tests/tests/lifecycle_boundary.rs:8
fleet-subnet-root	canic-owned	role-command-variant	canic_response_capability_v1	update	canic_response_capability_v1 : (RootCapabilityEnvelopeV1) -> (Result_33);	crates/canic/src/macros/endpoints/shared.rs:274	#[cfg(canic_is_root)]	#[$crate::canic_update(internal, requires(custom( $crate::__internal::control_plane::api::component_rpc::RootCapabilityCallerPredicate )))]	$crate::__internal::control_plane::api::component_rpc::ComponentRpcApi::response_capability_v1_root(envelope).await	update_command_dispatch	CANIC_RESPONSE_CAPABILITY_V1	canisters/test/sharding_root_stub/src/lib.rs:60;crates/canic-cli/src/endpoints/tests.rs:27;crates/canic-cli/src/endpoints/tests.rs:28;crates/canic-cli/src/endpoints/tests.rs:43;crates/canic-core/src/ops/rpc/mod.rs:146;crates/canic-core/src/ops/rpc/mod.rs:165;crates/canic-core/src/replay_policy/tests/root_capability.rs:25;crates/canic-tests/tests/instruction_audit_support/execution.rs:260;crates/canic-tests/tests/instruction_audit_support/execution.rs:317;crates/canic-tests/tests/instruction_audit_support/execution.rs:318;crates/canic-tests/tests/instruction_audit_support/execution.rs:730;crates/canic-tests/tests/instruction_audit_support/report.rs:518;crates/canic-tests/tests/instruction_audit_support/report.rs:591;crates/canic-tests/tests/instruction_audit_support/report.rs:675;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:108;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:110;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:113;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:124;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:126;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:129;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:264;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:265;crates/canic/tests/protocol_surface.rs:184;crates/canic/tests/protocol_surface.rs:185;crates/canic/tests/protocol_surface.rs:190	async fn canic_response_capability_v1( envelope: ::canic::dto::capability::RootCapabilityEnvelopeV1, ) -> Result<::canic::dto::capability::RootCapabilityResponseV1, ::canic::Error>	RootCommand::RespondCapability	crates/canic-core/src/ops/rpc/mod.rs:146;crates/canic-core/src/ops/rpc/mod.rs:165;crates/canic-tests/tests/instruction_audit_support/execution.rs:260;crates/canic-tests/tests/instruction_audit_support/execution.rs:317;crates/canic-tests/tests/instruction_audit_support/execution.rs:318;crates/canic-tests/tests/instruction_audit_support/execution.rs:730;crates/canic-tests/tests/instruction_audit_support/report.rs:518;crates/canic-tests/tests/instruction_audit_support/report.rs:591;crates/canic-tests/tests/instruction_audit_support/report.rs:675;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:108;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:110;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:113;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:124;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:126;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:129;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:264;crates/canic-tests/tests/instruction_audit_support/scenarios.rs:265
fleet-subnet-root	canic-owned	role-command-variant	canic_resume_fleet_activation	update	canic_resume_fleet_activation : (FleetActivationResumeRequest) -> (Result_7);	crates/canic/src/macros/endpoints/root.rs:566	always	#[$crate::canic_update(requires(caller::is_controller()))]	let transition = $crate::__internal::control_plane::api::lifecycle::LifecycleApi::resume_fleet_activation(	update_response_idempotent	CANIC_RESUME_FLEET_ACTIVATION	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:116;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:18;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:259;crates/canic-testing-internal/src/pic/canic.rs:246;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2919;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2932;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:84	async fn canic_resume_fleet_activation( request: ::canic::dto::fleet_activation::FleetActivationResumeRequest, ) -> Result<::canic::dto::fleet_activation::FleetActivationStatusResponse, ::canic::Error>	RootCommand::ResumeFleetActivation	crates/canic-testing-internal/src/pic/canic.rs:246;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2919;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2932;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:84
fleet-subnet-root	canic-owned	role-command-variant	canic_root_component_allocate	update	canic_root_component_allocate : (RootComponentAllocationRequest) -> ( Result_34, );	crates/canic/src/macros/endpoints/root.rs:236	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::reserve_component_allocation(request).await	update_response_idempotent	CANIC_ROOT_COMPONENT_ALLOCATE	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:117;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:18;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:230;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2392;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2410;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2573;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2813;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2985;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3025;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:85;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:913;crates/canic/tests/protocol_surface.rs:1168;crates/canic/tests/protocol_surface.rs:1169;crates/canic/tests/protocol_surface.rs:1170;crates/canic/tests/protocol_surface.rs:1446	async fn canic_root_component_allocate( request: ::canic::dto::component_registry::RootComponentAllocationRequest, ) -> Result<::canic::dto::component_registry::RootComponentAllocationResponse, ::canic::Error>	RootCommand::ProvisionComponent	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2392;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2410;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2573;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2813;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2985;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3025;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:85;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:913
fleet-subnet-root	canic-owned	role-status-variant	canic_root_component_allocation_status	query	canic_root_component_allocation_status : (AuthoritySnapshotRequest) -> ( Result_34, ) query;	crates/canic/src/macros/endpoints/root.rs:257	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::component_allocation_status(request)	query_read_only	CANIC_ROOT_COMPONENT_ALLOCATION_STATUS	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:19;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:247;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:98;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3036;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3100;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3619;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:85;crates/canic/tests/protocol_surface.rs:1173;crates/canic/tests/protocol_surface.rs:1174;crates/canic/tests/protocol_surface.rs:1175;crates/canic/tests/protocol_surface.rs:1452	async fn canic_root_component_allocation_status( request: ::canic::dto::component_registry::RootComponentAllocationStatusRequest, ) -> Result<::canic::dto::component_registry::RootComponentAllocationResponse, ::canic::Error>	RootStatusRequest::Operation	crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3036;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3100;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:3619;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:85
fleet-subnet-root	canic-owned	role-command-variant	canic_root_component_child_allocate	update	canic_root_component_child_allocate : ( RootComponentChildAllocationRequest, ) -> (Result_35);	crates/canic/src/macros/endpoints/root.rs:264	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::reserve_component_child(request).await	update_response_idempotent	CANIC_ROOT_COMPONENT_CHILD_ALLOCATE	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:293;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:40;crates/canic-core/src/replay_policy/tests/endpoint.rs:360;crates/canic/tests/protocol_surface.rs:1188;crates/canic/tests/protocol_surface.rs:1189;crates/canic/tests/protocol_surface.rs:1190;crates/canic/tests/protocol_surface.rs:1457	async fn canic_root_component_child_allocate( request: ::canic::dto::component_registry::RootComponentChildAllocationRequest, ) -> Result<::canic::dto::component_registry::RootComponentChildAllocationResponse, ::canic::Error>	RootCommand::ProvisionChild	none
fleet-subnet-root	canic-owned	role-status-variant	canic_root_component_child_allocation_status	query	canic_root_component_child_allocation_status : (CanisterPoolClaim) -> ( Result_35, ) query;	crates/canic/src/macros/endpoints/root.rs:271	always	#[$crate::canic_query(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::component_child_allocation_status(request)	query_read_only	CANIC_ROOT_COMPONENT_CHILD_ALLOCATION_STATUS	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:297;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:41;crates/canic-core/src/replay_policy/tests/endpoint.rs:364;crates/canic/tests/protocol_surface.rs:1193;crates/canic/tests/protocol_surface.rs:1194;crates/canic/tests/protocol_surface.rs:1195;crates/canic/tests/protocol_surface.rs:1473	async fn canic_root_component_child_allocation_status( request: ::canic::dto::component_registry::RootComponentChildAllocationStatusRequest, ) -> Result<::canic::dto::component_registry::RootComponentChildAllocationResponse, ::canic::Error>	RootStatusRequest::Operation	none
fleet-subnet-root	canic-owned	private-delete	canic_root_component_child_commit	update	canic_root_component_child_commit : (CanisterPoolClaim) -> (Result_36);	crates/canic/src/macros/endpoints/root.rs:425	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::commit_component_child(request).await	update_response_idempotent	CANIC_ROOT_COMPONENT_CHILD_COMMIT	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:302;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:41;crates/canic-core/src/replay_policy/tests/endpoint.rs:272;crates/canic/tests/protocol_surface.rs:1303;crates/canic/tests/protocol_surface.rs:1304;crates/canic/tests/protocol_surface.rs:1305;crates/canic/tests/protocol_surface.rs:1460	async fn canic_root_component_child_commit( request: ::canic::dto::component_registry::RootComponentChildCommitRequest, ) -> Result<::canic::dto::component_registry::RootComponentChildCommitResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_component_child_create	update	canic_root_component_child_create : (CanisterPoolClaim) -> (Result_35);	crates/canic/src/macros/endpoints/root.rs:411	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::create_component_child(request).await	update_costed_response_idempotent	CANIC_ROOT_COMPONENT_CHILD_CREATE	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:300;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:42;crates/canic-core/src/replay_policy/tests/endpoint.rs:226;crates/canic/tests/protocol_surface.rs:1293;crates/canic/tests/protocol_surface.rs:1294;crates/canic/tests/protocol_surface.rs:1295;crates/canic/tests/protocol_surface.rs:1458	async fn canic_root_component_child_create( request: ::canic::dto::component_registry::RootComponentChildCreationRequest, ) -> Result<::canic::dto::component_registry::RootComponentChildAllocationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_component_child_directory_prepare	update	canic_root_component_child_directory_prepare : (CanisterPoolClaim) -> ( Result_37, );	crates/canic/src/macros/endpoints/root.rs:432	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::prepare_component_child_directories(request).await	update_response_idempotent	CANIC_ROOT_COMPONENT_CHILD_DIRECTORY_PREPARE	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:304;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:42;crates/canic-core/src/replay_policy/tests/endpoint.rs:294;crates/canic/tests/protocol_surface.rs:1308;crates/canic/tests/protocol_surface.rs:1309;crates/canic/tests/protocol_surface.rs:1310;crates/canic/tests/protocol_surface.rs:1461	async fn canic_root_component_child_directory_prepare( request: ::canic::dto::component_registry::RootComponentChildDirectoryPreparationRequest, ) -> Result<::canic::dto::component_registry::RootComponentChildDirectoryPreparationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_component_child_install	update	canic_root_component_child_install : (CanisterPoolClaim) -> (Result_35);	crates/canic/src/macros/endpoints/root.rs:418	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::install_component_child(request).await	update_costed_response_idempotent	CANIC_ROOT_COMPONENT_CHILD_INSTALL	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:301;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:43;crates/canic-core/src/replay_policy/tests/endpoint.rs:248;crates/canic/tests/protocol_surface.rs:1298;crates/canic/tests/protocol_surface.rs:1299;crates/canic/tests/protocol_surface.rs:1300;crates/canic/tests/protocol_surface.rs:1459	async fn canic_root_component_child_install( request: ::canic::dto::component_registry::RootComponentChildInstallRequest, ) -> Result<::canic::dto::component_registry::RootComponentChildAllocationResponse, ::canic::Error>	none	none
fleet-subnet-root	canic-owned	private-delete	canic_root_component_child_membership_activate	update	canic_root_component_child_membership_activate : (CanisterPoolClaim) -> ( Result_38, );	crates/canic/src/macros/endpoints/root.rs:446	always	#[$crate::canic_update(internal, public)]	$crate::__internal::control_plane::api::lifecycle::LifecycleApi::activate_component_child_membership(request).await	update_response_idempotent	CANIC_ROOT_COMPONENT_CHILD_MEMBERSHIP_ACTIVATE	crates/canic-core/src/domain/policy/pure/fleet_activation.rs:312;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:43;crates/canic-core/src/replay_policy/tests/endpoint.rs:338;crates/canic/tests/protocol_surface.rs:1318;crates/canic/tests/protocol_surface.rs:1319;crates/canic/tests/protocol_surface.rs:1320;crates/canic/tests/protocol_surface.rs:1463	async fn canic_root_component_child_membership_activate( request: ::canic::dto::component_registry::RootComponentChildMembershipActivationRequest, ) -> Result<::canic::dto::component_registry::RootComponentChildMembershipActivationResponse, ::canic::Error>	none	none
